id,type,formId,sectionId,parentId,order,label,apiName,custom,uuid,height,page,width,x,y,unifiedFieldId
718748,TextField,1343,3151,,5,Social Security Number (last four digits),owner_ssn,FALSE,e6772cc0-3ba7-4ed1-8e03-17a30e8ddc61,17,0,88,100,489,6
718749,TextField,1343,3151,,7,Personal Phone,owner_phone,FALSE,0142f4f1-8022-4e7c-95ab-5bcc390db20e,17,0,129,407,488,9
718751,RadioButton,1343,3151,718743,1,Insured/Annuitant,owner_change__insured,FALSE,583be490-560a-410c-b477-eb0d1fb1a397,,,,,,
718753,RadioButton,1343,3151,718743,2,Owner,owner_change__owner,FALSE,6f845a3e-8f55-4c2c-9541-642ac33d4aec,,,,,,
718755,RadioButton,1343,3151,718743,3,Payor,owner_change__payor,FALSE,bb40e009-b3c8-4047-899a-86e80eef3bea,,,,,,
718756,RadioButton,1343,3151,718743,4,Other,owner_change__other,FALSE,dd364907-e77f-470b-9885-f7f912c18eaf,,,,,,
757682,Group,1343,3151,,8,Change Address For,owner_change-address-for--group,TRUE,82248d89-62ce-460f-b6de-f8ccfda0eb25,9,0,10,132,475,
718712,TextField,1343,3152,,6,Current Street Addresss (REQUIRED if mailing address is a PO Box),previous_street-address,FALSE,a5e0d734-feef-4bee-a089-ae83b4698a6d,15,0,278,35,378,
718713,TextField,1343,3152,,1,Current Mailing Address,previous_mailing-address,FALSE,19407129-e09c-4d5c-b0d6-e0f59325df7e,15,0,279,35,407,
718714,TextField,1343,3152,,4,ZIP,previous_zip-1,FALSE,1f256def-881d-4587-88d5-28542b5b8728,15,0,49,471,406,
718715,TextField,1343,3152,,5,Country,previous_country-1,FALSE,2153aa5c-7810-4796-ba6b-82e354cd0722,16,0,50,523,406,
718717,TextField,1343,3152,,2,City,previous_city-1,FALSE,40d49399-4d9c-4a65-8ac2-6d340c61cd47,15,0,98,314,407,
718718,TextField,1343,3152,,7,City,previous_city-2,FALSE,0d612baa-a4af-4e31-8552-9a5a78146c32,15,0,98,314,378,
718719,TextField,1343,3152,,3,State,previous_state-1,FALSE,e82de4a9-8cf2-4b2c-967e-67fb8eae0778,15,0,56,413,406,
718720,TextField,1343,3152,,9,ZIP,previous_zip-2,FALSE,3356db8f-181c-4e86-8913-9a597187ac17,15,0,48,470,378,
718721,TextField,1343,3152,,10,Country,previous_country-2,FALSE,cb1e80d5-04be-4b7d-9d1d-fddf8113dfbb,16,0,50,523,378,
718723,TextField,1343,3152,,8,State,previous_state-2,FALSE,855fcf7e-0cf3-45e7-936f-05ee3c82ae4b,15,0,55,413,378,
718725,TextField,1343,3153,,1,New Mailing Address,new_mailing-address,FALSE,b409771d-fa1f-4ac3-95f1-c6a16f40a424,15,0,278,35,323,
718727,TextField,1343,3153,,2,City,new_city-1,FALSE,332c0726-b600-4d2f-9889-fed38440c720,15,0,101,314,323,
718729,TextField,1343,3153,,3,State,new_state-1,FALSE,0076572d-f041-484a-b7de-7688ae34add4,15,0,54,415,323,
718732,TextField,1343,3153,,4,ZIP,new_zip-1,FALSE,c642c7fa-bc08-44ac-a5fe-38c35a968aa5,15,0,47,472,323,
718733,TextField,1343,3153,,5,Country,new_country-1,FALSE,ff88ea2d-ad7c-4147-91e7-273d47923154,16,0,50,523,323,
718736,TextField,1343,3153,,6,New Street Address (REQUIRED if mailing address is a PO Box),new_street-address,FALSE,5b9ab39d-846c-4384-b11c-11e3f88b88f1,15,0,279,35,295,
718737,TextField,1343,3153,,7,City,new_city-2,FALSE,bc23f5f9-0eba-4b88-909d-66c53070f380,16,0,100,314,295,
718739,TextField,1343,3153,,8,State,new_state-2,FALSE,36dba17e-2fb8-44e9-a4a1-929e7410981b,15,0,53,416,295,
718740,TextField,1343,3153,,9,ZIP,new_zip-2,FALSE,8ac12c29-c4a9-4e63-8195-f7f086f2b56d,15,0,47,472,295,
718741,TextField,1343,3153,,10,Country,new_country-2,FALSE,fe1dc2f0-a9ba-47cd-b118-a42a21df78b3,16,0,50,523,295,
1167474,RadioGroup,9978,7071,,1,"As a SPOUSE of the deceased you have the following two elections available, please choose one",spousal-election--group,FALSE,d5f178bc-6158-47f9-8b13-6bf49eba4d66,8,0,8,47,232,
1167577,RadioButton,9978,7071,1167474,1,I elect to re-register the annuity contract and become the contract owner,spousal-election_option-1,FALSE,e500f87e-6fa4-4d18-bcc1-8202594f0281,,,,,,
1167578,RadioButton,9978,7071,1167474,2,I elect to be treated as a beneficiary and will choose a distribution (claim) option,spousal-election_option-2,FALSE,0ae2ea58-0252-4675-a819-256a0d75e654,,,,,,
1167475,RadioGroup,9978,7073,,1,distribution-option--group,distribution-option--group,FALSE,67264540-a9fa-4bd5-8e62-9a9db02b40d2,8,1,8,35,697,
1167476,RadioGroup,9978,7073,1167579,1,distribution-option_option-3--group,distribution-option_option-3--group,FALSE,01aa6089-e994-471f-a557-ace82f11284e,8,1,8,65,596,
1167477,Checkbox,9978,7073,1167476,4,I authorize a one-time distribution equal to the decedent's RMD amount,distribution-option_option-3__authorized,FALSE,68082c19-62aa-4184-8d64-102014aabfd1,8,1,8,77,380,
1167478,RadioGroup,9978,7073,1167581,1,distribution-option_option-5--group,distribution-option_option-5--group,FALSE,3ecfad6b-8563-4736-9d06-6ba96b1f317b,8,2,8,47,677,
1167479,RadioGroup,9978,7073,1167581,2,Elect Frequency,distribution-option_option-5a-withdrawal-frequency--group,FALSE,c5958b06-504b-4b83-a58d-444338cbe882,8,2,8,89,566,
1167480,RadioGroup,9978,7073,1167587,1,I am an Eligible Designated Beneficiary and can elect the Life Expectancy Distribution Option because,distribution-option_option-5b-eligibility--group,FALSE,76e73fc8-c74e-40d4-9775-a0205f34759e,8,2,8,89,416,
1167481,RadioGroup,9978,7073,1167581,3,Required Actions,distribution-option_option-5b-required-actions--group,FALSE,6cb03eb0-a913-479f-90bd-32663c276f2e,8,2,8,74,284,
1167482,RadioGroup,9978,7073,1167587,2,Elect Frequency,distribution-option_option-5b-payment-frequency--group,FALSE,89c4daed-531c-4201-b360-de9ced093686,8,2,8,89,159,
1167485,TextField,9978,7073,1167479,5,Enter Start Date,distribution-option_option-5a-withdrawal-frequency__start-date,FALSE,3bb8129d-13cf-4e5e-b912-dc0d9af4ba51,16,2,97,168,547,
1167486,TextField,9978,7073,1167482,5,Enter Start Date,distribution-option_option-5b-payment-frequency__start-date,FALSE,08da439c-28d1-42d9-8bf2-b29c203d822f,16,2,97,168,141,
1167579,RadioButton,9978,7073,1167475,1,Select 5-year or 10-year Distribution Option,distribution-option_option-3,FALSE,b70dbf74-bcb5-4ac7-90da-c6146059ff0c,,,,,,
1167580,RadioButton,9978,7073,1167475,2,Receive Guaranteed Income (Annuitization),distribution-option_option-4,FALSE,02b026bd-53c1-456e-9a8b-d818e8320e03,,,,,,
1167581,RadioButton,9978,7073,1167475,3,Select Life Expetancy Distribution Option,distribution-option_option-5,FALSE,7d4170a9-1c09-4bbc-8b34-05e8bedafd8d,,,,,,
1167582,RadioButton,9978,7073,1167475,4,Take a lump sum withdrawal,distribution-option_option-6,FALSE,aac34f17-fea3-4e6c-a44f-b418aed28bb4,,,,,,
1167583,RadioButton,9978,7073,1167476,1,5-year Delayed Distribution Option,distribution-option_option-3__non-qualified-5-year,FALSE,4557cbbc-12dc-4dae-a231-866fd9943569,,,,,,
1167584,RadioButton,9978,7073,1167476,2,5-Year Delayed Distribution Option,distribution-option_option-3__qualified-5-year,FALSE,985cd23c-9d71-4a1c-b5a8-4e8c9bcf6888,,,,,,
1167585,RadioButton,9978,7073,1167476,3,10-Year Delayed Distribution Option,distribution-option_option-3__qualified-10-year,FALSE,4892ed90-40ea-4dfe-98a5-6da0b67d63f8,,,,,,
1167586,RadioButton,9978,7073,1167478,1,For Non-Qualified Contracts,distribution-option_option-5__5a-non-qualified,FALSE,26e630bf-2975-46d2-8bcf-d347237dd1ea,,,,,,
1167587,RadioButton,9978,7073,1167478,2,For Qualified Contracts,distribution-option_option-5__5b-qualified,FALSE,54198399-137d-4260-ac88-91fc8cac74d8,,,,,,
1167588,RadioButton,9978,7073,1167479,1,Monthly ,distribution-option_option-5a-withdrawal-frequency__monthly,FALSE,a7568763-5466-445e-a053-82d4896e4816,,,,,,
1167589,RadioButton,9978,7073,1167479,2,Quarterly,distribution-option_option-5a-withdrawal-frequency__quarterly,FALSE,4fb8013e-1c48-4bf2-abe3-e48b3414a46d,,,,,,
1167590,RadioButton,9978,7073,1167479,3,Semi-annually,distribution-option_option-5a-withdrawal-frequency__semi-annually,FALSE,b86e340e-9a80-464b-906d-4114df1d93b4,,,,,,
1167591,RadioButton,9978,7073,1167479,4,Annually,distribution-option_option-5a-withdrawal-frequency__annually,FALSE,e4d0966b-a927-44db-8089-683ff2221f39,,,,,,
1167592,RadioButton,9978,7073,1167480,1,I am the surviving spouse of the deceased,distribution-option_option-5b-eligibility__surviving-spouse,FALSE,5a6e4938-8d1d-4f64-ae4b-88e9cd3cabe7,,,,,,
1167593,RadioButton,9978,7073,1167480,2,I am a minor child of the deceased,distribution-option_option-5b-eligibility__minor-child,FALSE,5baf91c9-dc5b-477e-80af-22cd00b275d1,,,,,,
1167594,RadioButton,9978,7073,1167480,3,I am a disabled individual (documentation required),distribution-option_option-5b-eligibility__disabled-individual,FALSE,69502c7b-91be-4a85-8271-9b398ef4988f,,,,,,
1167595,RadioButton,9978,7073,1167480,4,I am a chronically ill individual (documentation required),distribution-option_option-5b-eligibility__chronically-ill,FALSE,cf6ea921-13ef-427d-821d-b26c580787d1,,,,,,
1167596,RadioButton,9978,7073,1167480,5,"I am a non-spouse adult who is older than, or not more than 10 years younger than, the deceased",distribution-option_option-5b-eligibility__non-spouse-adult,FALSE,7321dc61-fe39-42a7-9061-d05421901e7e,,,,,,
1167597,RadioButton,9978,7073,1167481,1,I want to aggregate the Required Minimum Distribution,distribution-option_option-5b-required-actions__aggregate,FALSE,a5f4967d-271c-49ba-98f6-22eb0a51fc8c,,,,,,
1167598,RadioButton,9978,7073,1167481,2,I want to receive payments,distribution-option_option-5b-eligibility__receive-payments,FALSE,4090c5d2-6bda-41ae-a5b6-a38c176acea9,,,,,,
1167599,RadioButton,9978,7073,1167482,1,Monthly,distribution-option_option-5b-payment-frequency__monthly,FALSE,beddffdb-5a69-4757-b7f9-f892cd304802,,,,,,
1167600,RadioButton,9978,7073,1167482,2,Quarterly,distribution-option_option-5b-payment-frequency__quarterly,FALSE,374b7976-aeb2-4261-8b30-79d576b41757,,,,,,
1167601,RadioButton,9978,7073,1167482,3,Semi-Annually,distribution-option_option-5b-payment-frequency__semi-annually,FALSE,595d3d4a-217c-4edf-ab62-32fcd94ea268,,,,,,
1167602,RadioButton,9978,7073,1167482,4,Annually,distribution-option_option-5b-payment-frequency__annually,FALSE,58b5f077-7370-4a43-b4f5-a509c0a7e7b4,,,,,,
1167483,RadioGroup,9978,7074,,1,payment-method--group,payment-method--group,FALSE,bdfe4c2f-6440-4d55-a1f2-9f28f5b773bb,8,3,8,35,629,
1167484,RadioGroup,9978,7074,1167603,1,Account Type,payment-method_direct--group,FALSE,dad09334-1acf-42f3-bf59-6a46c98a185b,9,3,9,203,572,
1167487,Checkbox,9978,7074,1167603,2,Check here if this is a commercial bank account,payment-method_direct__commercial,FALSE,b04eb1a0-eb22-4ac0-a985-a955273f6145,8,3,7,47,536,
1167488,TextField,9978,7074,1167603,3,Bank Account Holder Name,payment-method_direct__account-holder-name,FALSE,dcd134aa-bb14-4be0-b83c-85c28d66ad10,16,3,327,249,491,
1167489,TextField,9978,7074,1167603,4,Financial Institution Name,payment-method_direct__financial-institution,FALSE,cabcb65b-dd73-47c5-8ac4-dbc2109311c2,16,3,406,169,449,
1167490,TextField,9978,7074,1167603,5,Transit / ABA Routing Number,payment-method_direct__routing-number,FALSE,098ac974-80c5-4762-96c2-aeb049f01487,16,3,140,183,431,
1167491,TextField,9978,7074,1167603,6,Account Number,payment-method_direct__account-number,FALSE,7fbb19a2-cbad-461b-8ac5-f01c2b325b1b,16,3,194,129,413,
1167492,TextField,9978,7074,1167605,2,City,payment-method_mail-other__city,FALSE,267712de-bdf9-450a-8f2e-f8f76ebe291a,16,3,289,71,341,
1167493,TextField,9978,7074,1167605,3,State,payment-method_mail-other__state,FALSE,1b46e7a1-ce27-4a27-b935-32ccc5fa0990,16,3,71,396,341,
1167494,TextField,9978,7074,1167605,4,ZIP,payment-method_mail-other__zip,FALSE,892e10ae-8a5d-4b2a-aa5e-7cf1229d4d50,16,3,80,495,341,
1167495,TextField,9978,7074,1167605,1,Street Address,payment-method_,FALSE,ef841ebc-11a4-4d0b-8075-d3d882b7b248,16,3,456,119,359,
1167496,TextField,9978,7074,1167606,1,Carrier Name,payment-method_new-carrier-annuity__name,FALSE,1e53fd43-fcf2-482a-85ab-ed6e78369184,16,3,247,112,239,
1167497,TextField,9978,7074,1167606,2,Phone Number,payment-method_new-carrier-annuity__phone,FALSE,ed45c7b2-860f-467d-874e-29f55a44f5a1,16,3,135,440,239,
1167498,TextField,9978,7074,1167606,3,Carrier Address,payment-method_new-carrier-annuity__address,FALSE,8496dbb2-dc74-413a-a069-5e7594ed1c33,16,3,453,122,221,
1167499,TextField,9978,7074,1167606,4,City,payment-method_new-carrier-annuity__city,FALSE,91f3d099-c754-4fda-9844-26271cd8f7e6,16,3,289,71,203,
1167500,TextField,9978,7074,1167606,5,State,payment-method_new-carrier-annuity__state,FALSE,1d890d0c-2ceb-4aca-bdd0-5345853b8c0c,16,3,71,396,203,
1167501,TextField,9978,7074,1167606,6,ZIP,payment-method_new-carrier-annuity__zip,FALSE,ed639a6f-2760-43cc-aeb3-816f7bf8a22f,16,3,80,495,203,
1167603,RadioButton,9978,7074,1167483,1,Direct Deposit,payment-method_direct,FALSE,8c134590-aa59-4a9b-9775-c03afc79f507,,,,,,
1167604,RadioButton,9978,7074,1167483,2,Mail a check to the address provided in Section 1 ,payment-method_mail,FALSE,7ffd50cc-af29-49ed-9109-a7ba26972069,,,,,,
1167605,RadioButton,9978,7074,1167483,3,Mail a check to another address,payment-method_mail-other,FALSE,d053f14e-d264-4159-8204-595dd0b0cb9c,,,,,,
1167606,RadioButton,9978,7074,1167483,4,Send my check to another insurance carrier or open a new Nationwide Annuity,payment-method_new-carrier-annuity,FALSE,4e60b6f0-183a-4cc3-8691-27aa42cb0380,,,,,,
1167607,RadioButton,9978,7074,1167484,1,Checking,payment-method_direct__checking,FALSE,61e8ef7f-db85-403a-bb43-29909fb7bdd3,,,,,,
1167608,RadioButton,9978,7074,1167484,2,Savings,payment-method_direct__savings,FALSE,3ce7a5bb-b6ec-42f4-bf31-aea3b98832c3,,,,,,
1167502,TextField,9978,7075,,1,Federal Tax Withholding,tax-withholding_federal__percentage,FALSE,8a13ecb5-4989-4c81-bc86-c66f46004bfe,16,4,54,156,696,
1167503,TextField,9978,7075,,2,State Tax Withholding,tax-withholding_state__percentage,FALSE,6a41bac2-c4bc-480e-aee3-27174789aaad,16,4,54,156,666,
1167504,TextField,9978,7075,,3,Resident State,tax-withholding_state__resident-state,FALSE,d72d4d3d-5836-45e5-8579-2698b120766f,16,4,127,312,666,
1167566,Signature,9978,7078,,1,Beneficiary / Executor / Trustee Signature,ny-fraud_trustee-signature,FALSE,95c3f572-95aa-4217-b26e-76c17f91e00e,16,7,212,219,648,
1167567,SignatureDate,9978,7078,1167566,1,Date,ny-fraud_date,FALSE,47dc9803-57e8-4f7c-bd48-9416455ef0ed,16,7,109,466,648,
1167460,TextField,9978,7082,,1,Name,owner_deceased__name,FALSE,754502e5-c9f7-4006-9a3f-78c199826fc9,16,0,286,73,618,5
1167461,TextField,9978,7082,,2,Contract Number,owner_deceased__contract-number,FALSE,dc133aad-6bab-4c97-93e4-0ed779437f8b,16,0,125,450,618,8
1167462,TextField,9978,7083,,1,Name,owner_claimant__name,FALSE,f527fb63-69fc-4c62-8b2f-a53fefd36668,16,0,502,73,570,
1167463,TextField,9978,7083,,2,SSN / TIN,owner_claimant__ssntin,FALSE,29eb2ba2-5a9d-4e9b-8413-81fe9bb995a1,16,0,202,85,533,
1167464,TextField,9978,7083,,3,Date of Birth,owner_claimant__dob,FALSE,d931813c-ee73-4580-9909-ce6c2c300154,16,0,217,358,533,
1167465,TextField,9978,7083,,4,Address,owner_claimant__address,FALSE,7886f7c1-0e43-4ed1-99c4-9f07d839cbc2,16,0,492,83,516,
1167466,TextField,9978,7083,,5,City,owner_claimant__city,FALSE,7b0a8e22-0671-4095-9cba-8de89902c919,16,0,295,65,497,
1167467,TextField,9978,7083,,6,State,owner_claimant__state,FALSE,df19238d-a198-47d2-9014-d35268faa43d,16,0,71,396,497,
1167468,TextField,9978,7083,,7,ZIP,owner_claimant__zip,FALSE,34e4ea2f-7785-4e53-882e-c1001724c04f,16,0,80,495,497,
1167469,TextField,9978,7083,,8,Phone,owner_claimant__phone,FALSE,6c5719fc-1189-4de2-891f-ec6b3550e987,16,0,176,75,480,
1167470,TextField,9978,7083,,9,Email,owner_claimant__email,FALSE,3e7622c1-1745-4c1d-b0d3-208e5a742eeb,16,0,286,289,479,
1167471,TextField,9978,7084,,1,Name of Estate or Trust,owner_trust__entity-name,FALSE,dc74ca8d-49db-4d3e-8356-55acddbed4ea,16,0,423,152,389,
1167472,TextField,9978,7084,,2,Executor(s) / Trustee (s) Name,owner_trust__executor-trustee-name,FALSE,ad0184b0-838f-48c9-8450-1fe2871450c0,16,0,399,177,371,
1167473,TextField,9978,7084,,3,TIN / EIN / SSN for Estate or Trust,owner_trust__tineinssn,FALSE,ba59ec30-ffb9-4fa0-acaf-9b2b402dd932,16,0,171,188,353,
1167505,Checkbox,9978,7085,,1,Pay All Primary Beneficiaries Equally,new-beneficiaries_primary__pay-equally,FALSE,8510e18b-6ced-462d-ba9a-b0801c488202,8,4,8,159,467,
1167506,TextField,9978,7089,,1,Full Legal Name,new-beneficiaries_primary-1__name,FALSE,e787ea0f-5889-4e7d-a2b2-e840cfff1bde,16,4,450,125,449,
1167507,TextField,9978,7089,,2,Relationship to Insured,new-beneficiaries_primary-1__relationship,FALSE,82cd1424-c010-4833-8c6c-264cb3869fdf,16,4,189,206,431,
1167508,TextField,9978,7089,,3,Allocation,new-beneficiaries_primary-1__allocation,FALSE,56ce3633-09ea-4d6a-af92-42c63a5bb236,16,4,44,523,431,
1167509,TextField,9978,7089,,4,SSN,new-beneficiaries_primary-1__ssn,FALSE,8112764b-e665-458d-8b0b-868e5f311381,16,4,216,71,413,
1167510,TextField,9978,7089,,5,Date of Birth,new-beneficiaries_primary-1__dob,FALSE,5fb1584f-eed1-408d-a71c-cafed1e4be03,16,4,217,358,413,
1167511,Checkbox,9978,7089,,6,Same Address as Owner,new-beneficiaries_primary-1__same-as-owner,FALSE,a1bb9280-ab45-492e-b97c-9ca6f1a2597a,8,4,8,120,395,
1167512,TextField,9978,7089,,7,Street Address,new-beneficiaries_primary-1__street-address,FALSE,fdebabef-be51-48cd-bedb-d61c3cb3056a,16,4,365,210,395,
1167513,TextField,9978,7089,,8,City,new-beneficiaries_primary-1__city,FALSE,9a0ca979-d746-4648-af25-eecbb81b5ae7,16,4,289,71,377,
1167514,TextField,9978,7089,,9,State,new-beneficiaries_primary-1__state,FALSE,a2fd6a86-b6e5-40bb-a03c-c71656d11291,16,4,71,396,377,
